Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1457,c_2,c_8,c_3,m_3,Unknown,Unknown
model_1458,c_9,m_2,c_7,c_4,Unknown,Unknown
model_1459,c_2,c_7,c_12,c_6,Unknown,Unknown
model_1460,c_10,m_2,s,-,Unknown,Unknown
model_1461,c_3,m_1,c_7,c_9,Unknown,Unknown
model_1462,c_2,c_1,m_2,c_8,Unknown,Unknown
model_1463,c_5,c_2,c_5,c_9,Unknown,Unknown
model_1464,c_9,c_12,c_9,c_11,Unknown,Unknown
model_1465,c_7,c_10,c_3,m_1,Unknown,Unknown
model_1466,c_10,c_11,c_1,c_10,Unknown,Unknown
model_1467,c_12,m_1,m_1,c_11,Unknown,Unknown
model_1468,c_12,c_2,c_7,s,Unknown,Unknown
model_1469,c_3,c_11,c_10,c_11,Unknown,Unknown
model_1470,c_1,c_5,c_6,c_10,Unknown,Unknown
model_1471,c_11,m_2,m_2,c_10,Unknown,Unknown
model_1472,c_1,m_1,c_8,m_3,Unknown,Unknown
model_1473,c_5,c_3,m_1,c_9,Unknown,Unknown
model_1474,c_5,c_7,s,-,Unknown,Unknown
model_1475,c_10,m_1,c_5,s,Unknown,Unknown
model_1476,c_7,c_3,c_4,c_1,Unknown,Unknown
model_1477,c_12,c_1,c_5,c_6,Unknown,Unknown
model_1478,c_3,m_3,c_10,c_4,Unknown,Unknown
model_1479,c_10,m_1,s,-,Unknown,Unknown
model_1480,c_9,c_10,c_8,c_11,Unknown,Unknown
model_1481,c_12,c_3,m_3,c_12,Unknown,Unknown
model_1482,c_1,c_8,c_5,c_11,Unknown,Unknown
model_1483,c_2,c_6,c_9,c_4,Unknown,Unknown
model_1484,c_4,c_6,m_1,c_11,Unknown,Unknown
model_1485,c_7,c_6,m_3,c_12,Unknown,Unknown
model_1486,c_7,c_1,c_3,c_3,Unknown,Unknown
model_1487,c_7,c_10,c_10,c_11,Unknown,Unknown
model_1488,c_3,c_3,c_3,m_1,Unknown,Unknown
model_1489,c_11,c_7,c_4,c_10,Unknown,Unknown
model_1490,c_1,c_6,s,-,Unknown,Unknown
model_1491,c_5,c_11,c_11,c_4,Unknown,Unknown
model_1492,m_3,c_9,c_11,s,Unknown,Unknown
model_1493,c_6,c_8,c_7,c_2,Unknown,Unknown
model_1494,c_11,c_7,c_7,s,Unknown,Unknown
model_1495,c_5,m_3,c_8,c_6,Unknown,Unknown
model_1496,c_4,c_4,m_2,c_4,Unknown,Unknown
model_1497,c_5,c_12,c_12,c_12,Unknown,Unknown
model_1498,c_10,m_1,c_9,c_11,Unknown,Unknown
model_1499,c_5,c_7,c_3,c_6,Unknown,Unknown
model_1500,c_8,c_3,c_9,m_2,Unknown,Unknown
