Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_252,c_3,c_2,c_9,c_9,0.7277,0.8106830916
model_253,c_6,c_12,c_10,c_1,0.7263,0.8209459283
model_254,c_4,c_4,c_6,c_9,0.7343,0.785292055
model_255,c_3,c_10,m_3,c_5,0.7688,0.6811581784
model_256,c_6,c_6,c_2,c_3,0.7386,0.7668985803
model_257,c_2,c_11,c_8,s,0.7228,0.8396051744
model_258,c_1,c_2,c_6,m_2,0.7257,0.7972460644
model_259,c_3,m_1,m_3,c_6,0.7122,0.8533174119
model_260,c_10,c_1,c_9,c_4,0.7404,0.7800953094
model_261,c_5,c_4,c_2,c_7,0.6924,0.8891858989
model_262,c_8,c_11,c_6,c_11,0.7186,0.8301504921
model_263,c_7,c_10,c_3,m_2,0.7386,0.7568700913
model_264,c_7,c_9,c_2,c_7,0.7322,0.8090004247
model_265,m_3,c_4,c_10,c_10,0.6823,0.9788202216
model_266,c_4,c_5,c_5,c_1,0.7206,0.8243237475
model_267,c_4,c_4,c_5,c_2,0.6982,0.8750688059
model_268,c_3,c_4,s,-,0.702,0.8667628729
model_269,c_8,m_1,c_2,c_2,0.7277,0.8085538344
model_270,c_6,m_3,c_9,c_11,0.7832,0.6501892401
model_271,c_10,c_10,c_3,m_2,0.7397,0.7786503798
model_272,c_12,c_11,m_1,c_1,0.7324,0.838797605
model_273,c_9,m_3,c_3,c_7,0.7577,0.7443834922
model_274,c_8,m_3,c_2,c_5,0.7455,0.7687329579
model_275,c_1,s,-,-,0.6824,0.9222057566
model_276,c_10,c_10,c_11,c_2,0.7278,0.8390043968
model_277,c_3,c_6,c_8,c_9,0.7079,0.8786627818
model_278,c_7,c_9,c_7,c_1,0.7338,0.7934334148
model_279,c_2,c_2,c_7,c_5,0.688,0.9089412266
model_280,c_5,m_2,c_1,c_4,0.7257,0.8326614142
model_281,c_1,c_6,c_8,m_1,0.7274,0.793037055
model_282,c_12,c_10,m_1,c_4,0.7283,0.8608305836
model_283,c_2,m_1,s,-,0.6753,0.9746115293
model_284,c_2,c_8,c_8,s,0.712,0.8558863319
model_285,c_4,c_5,c_1,m_2,0.7158,0.8329783499
model_286,c_1,c_5,m_1,m_1,0.71,0.8434113463
model_287,c_1,c_3,m_1,-,0.7152,0.8510912469
model_288,c_9,c_10,s,-,0.7011,0.8853812638
model_289,c_7,c_9,c_4,c_10,0.6996,1.0208803638
model_290,c_12,c_3,c_5,c_7,0.6976,0.8938247784
model_291,c_7,m_2,m_1,s,0.7191,0.8488991506
model_292,c_11,c_10,m_3,c_6,0.7571,0.7329953944
model_293,c_8,c_11,s,-,0.6823,0.9216693419
model_294,c_2,c_4,c_6,s,0.7001,0.8914868806
model_295,c_9,c_8,c_11,c_12,0.7523,0.7753021321
model_296,c_9,c_3,c_1,c_7,0.7257,0.8238882668
model_297,c_1,c_12,c_1,c_5,0.7022,0.8706578785
model_298,c_3,c_5,c_2,c_4,0.7299,0.7980211423
model_299,c_8,c_11,m_2,c_1,0.7393,0.7671522031
model_300,c_10,c_5,c_10,c_1,0.7188,0.8258259154
model_301,c_10,m_3,c_11,m_3,0.7366,0.7735027715
model_302,c_2,m_2,c_10,s,0.6766,0.9373821104
model_303,c_7,c_12,m_1,s,0.7133,0.8506839561
model_304,c_5,c_1,c_12,c_5,0.6982,0.8766896343
model_305,c_7,c_9,m_3,c_4,0.7322,0.7781993583
model_306,c_11,c_6,c_8,c_10,0.7232,0.8089774958
model_307,c_3,c_7,c_8,c_4,0.7323,0.8082986408
model_308,c_12,c_3,m_2,c_10,0.7511,0.7484028455
model_309,c_12,c_6,c_4,c_9,0.7281,0.8138579092
model_310,c_8,m_3,c_11,c_6,0.7635,0.7100142729
model_311,c_2,c_8,s,-,0.6823,0.9128388451
model_312,c_12,c_6,c_2,c_5,0.7193,0.8406360612
model_313,c_5,c_6,c_11,c_7,0.7558,0.7378811741
model_314,c_10,c_10,c_6,m_3,0.7352,0.7791959597
model_315,c_4,c_12,c_11,m_2,0.7417,0.7599012587
model_316,c_1,c_3,m_1,c_6,0.7446,0.7539696799
model_317,c_4,m_2,c_11,c_2,0.7366,0.7918611801
model_318,c_8,c_11,m_3,c_4,0.7564,0.7140187176
model_319,c_7,c_9,m_2,m_1,0.7285,0.8107211583
model_320,c_8,c_7,c_8,c_6,0.7284,0.8022502389
model_321,c_11,c_7,m_3,s,0.748,0.7698296969
model_322,c_8,c_4,m_1,c_4,0.7211,0.8572244132
model_323,c_9,m_2,m_1,c_11,0.7521,0.7461291435
model_324,c_2,c_12,c_11,c_11,0.7534,0.7763155985
model_325,c_8,m_1,m_2,c_6,0.7384,0.7753802548
model_326,c_9,c_10,c_4,c_7,0.7197,0.8672604976
model_327,c_11,c_12,m_1,c_7,0.7298,0.8177375569
model_328,c_8,c_1,c_7,c_11,0.7264,0.8121756158
model_329,c_3,m_3,s,-,0.719,0.8164795274
model_330,c_5,c_3,c_2,m_1,0.7133,0.8496093189
model_331,c_9,c_9,c_6,s,0.736,0.7917503542
model_332,c_1,m_2,c_8,m_1,0.7114,0.8350722327
model_333,c_4,c_9,c_1,c_5,0.734,0.7904155424
model_334,c_3,c_6,c_1,m_2,0.6813,0.9156428357
model_335,c_6,c_6,c_4,m_3,0.7272,0.7731653383
model_336,c_11,c_5,c_6,c_8,0.7346,0.8275746742
model_337,c_9,c_7,s,-,0.7022,0.8965753549
model_338,c_1,c_10,c_9,c_11,0.719,0.8492443096
model_339,c_7,c_3,m_2,c_7,0.7033,0.8636023463
model_340,c_12,c_9,c_4,c_11,0.7514,0.7508974775
model_341,c_2,c_11,c_7,c_10,0.7241,0.8107977199
model_342,c_10,c_5,c_7,m_3,0.7404,0.7785819832
model_343,c_2,c_11,c_1,c_12,0.7276,0.8038307641
model_344,c_3,c_3,c_10,c_8,0.7419,0.7636387531
model_345,c_11,m_3,m_3,c_9,0.7431,0.7739504874
model_346,c_11,m_3,c_9,c_11,0.7567,0.7398401132
model_347,c_12,c_2,c_8,c_2,0.7375,0.7937590548
model_348,c_12,c_11,c_1,c_6,0.7467,0.7497600924
model_349,c_2,c_9,s,-,0.6842,0.9562252809
model_350,c_11,c_8,c_2,c_7,0.7296,0.8234360091
model_351,c_8,c_6,c_11,c_9,0.727,0.8629947103
model_352,c_2,c_6,c_5,s,0.7213,0.812184321
model_353,m_1,c_11,c_5,c_1,0.6889,0.9263060624
model_354,c_11,s,-,-,0.6841,0.9466346931
model_355,c_9,c_6,c_11,c_10,0.724,0.8099915779
model_356,c_1,c_5,c_2,c_10,0.7176,0.8453217351
model_357,c_8,c_3,c_3,c_2,0.7441,0.7612778426
model_358,c_3,m_3,c_8,s,0.7392,0.772942762
model_359,c_1,c_12,m_1,c_7,0.7242,0.8232263192
model_360,c_5,c_2,c_1,m_1,0.6814,0.9465988613
model_361,c_12,c_6,c_2,c_6,0.7327,0.7785382895
model_362,c_10,c_12,c_11,c_7,0.7606,0.7346600438
model_363,c_11,c_10,m_3,c_10,0.7717,0.7231780836
model_364,c_9,c_11,c_2,c_7,0.7354,0.7820460768
model_365,c_4,c_10,c_3,c_3,0.7385,0.7836512778
model_366,c_7,c_9,c_12,s,0.6877,1.1091520389
model_367,c_1,m_3,c_6,c_2,0.6879,0.8919591462
model_368,c_5,c_11,c_7,c_6,0.7244,0.8103359268
model_369,c_8,c_7,s,-,0.7007,0.8773085196
model_370,c_5,c_5,c_10,c_4,0.7469,0.7531257272
model_371,c_7,c_9,c_11,c_11,0.7496,0.7627056499
model_372,c_4,c_11,c_1,c_8,0.7213,0.8130886883
model_373,c_7,c_2,c_11,m_1,0.719,0.8196103137
model_374,c_3,c_4,c_3,c_4,0.6993,0.8921346931
model_375,c_10,c_3,c_4,c_9,0.701,0.8698536365
model_376,c_8,c_7,c_7,c_9,0.7257,0.8302463812
model_377,c_4,s,-,-,0.671,0.9666766644
model_378,c_5,m_2,s,-,0.705,0.860463927
model_379,c_12,c_7,c_3,c_11,0.7443,0.76898256
model_380,c_12,c_10,c_3,c_3,0.7383,0.7778798167
model_381,c_3,c_4,c_11,c_4,0.7041,0.8602331339
model_382,c_9,c_5,m_3,c_3,0.7579,0.7093742637
model_383,c_5,m_1,c_2,m_2,0.702,0.8677793053
model_384,c_11,c_12,s,-,0.706,0.8949709621
model_385,c_3,c_8,c_2,c_7,0.7405,0.801404871
model_386,c_1,c_5,m_3,c_1,0.7259,0.7899219561
model_387,c_10,c_12,s,-,0.6784,0.955499087
model_388,c_2,m_3,c_3,c_5,0.754,0.7534931206
model_389,c_10,c_1,c_5,c_12,0.7247,0.8351222666
model_390,c_10,c_9,s,-,0.6977,0.8804154019
model_391,c_7,c_12,s,-,0.7081,0.8526553727
model_392,c_5,m_1,c_7,c_12,0.7533,0.76878727
model_393,c_12,c_2,m_2,-,0.7298,0.7989054546
model_394,c_5,c_2,c_4,c_12,0.7396,0.803525194
model_395,c_12,c_4,c_6,c_11,0.7498,0.7797471115
model_396,c_7,c_3,c_6,c_11,0.7639,0.732604015
model_397,c_4,c_7,c_8,c_11,0.7433,0.7947755299
model_398,c_4,m_1,c_7,c_5,0.737,0.7868890296
model_399,c_12,c_2,c_5,c_7,0.7373,0.7964193786
model_400,c_5,c_9,c_5,c_10,0.7264,0.82339832
model_401,c_11,m_2,m_1,c_1,0.7191,0.8159836514
model_402,c_2,c_6,s,-,0.6846,0.9086027359
model_403,c_11,c_10,c_4,m_1,0.7243,0.8142566147
model_404,c_11,m_2,c_12,c_1,0.7276,0.8611870275
model_405,c_2,c_1,c_1,c_3,0.7203,0.8291439315
model_406,c_7,m_1,c_9,c_10,0.7483,0.761277498
model_407,c_10,c_12,c_2,c_9,0.765,0.751259565
model_408,c_7,c_7,c_12,c_7,0.7321,0.8341422264
model_409,c_6,c_12,m_3,c_1,0.7455,0.7455810536
model_410,c_11,c_6,c_4,c_3,0.7179,0.8176234499
model_411,c_2,c_9,c_1,c_1,0.7128,0.8383800275
model_412,c_9,m_1,m_1,m_2,0.7143,0.8729472586
model_413,c_11,m_2,c_11,c_12,0.7493,0.7674042334
model_414,c_2,m_2,s,-,0.7162,0.8563941421
model_415,c_8,c_5,c_8,c_9,0.7401,0.850230186
model_416,c_2,c_12,c_2,c_8,0.7523,0.7478821941
model_417,c_11,c_6,m_2,c_5,0.7501,0.7431916943
model_418,m_2,c_8,c_7,c_1,0.7131,0.8683371586
model_419,c_11,c_6,c_3,c_3,0.736,0.7805517231
model_420,c_2,c_10,m_1,m_1,0.6975,0.876191455
model_421,c_10,c_1,c_4,c_11,0.7264,0.8143873209
model_422,c_3,c_7,c_2,c_11,0.7279,0.7953396857
model_423,c_1,c_6,c_4,c_11,0.7287,0.8283139644
model_424,c_5,c_9,m_1,m_3,0.7326,0.7769136852
model_425,c_1,c_8,c_9,c_5,0.7197,0.8580887468
model_426,c_12,c_9,c_12,c_11,0.7413,0.8051664982
model_427,c_12,c_7,c_1,c_1,0.7078,0.8763524094
model_428,c_7,c_8,c_11,m_2,0.7176,0.8340048463
model_429,c_2,c_9,c_10,c_6,0.7448,0.7494242482
model_430,c_4,c_1,m_2,c_4,0.6859,0.9174356491
model_431,s,-,-,-,0.6474,1.0799983957
model_432,c_4,c_8,c_4,c_1,0.7176,0.8252080023
model_433,c_4,c_9,c_4,c_12,0.7342,0.8088925929
model_434,c_7,c_6,c_3,c_10,0.7539,0.7333140047
model_435,c_10,c_1,c_1,c_9,0.724,0.8398697092
model_436,c_4,c_5,c_3,c_11,0.7477,0.7496327308
model_437,m_3,m_2,C_8,c_8,0.6115,1.1204720823
model_438,m_2,c_9,c_12,m_3,0.7081,0.8480791665
model_439,c_2,c_1,c_5,m_3,0.6968,0.8917115691
model_440,c_5,m_1,c_4,s,0.6928,0.9054875896
model_441,c_9,c_4,c_1,m_1,0.6852,0.8985059433
model_442,c_12,c_7,c_8,c_1,0.7245,0.8167302286
model_443,c_10,c_5,c_12,c_1,0.7456,0.7655896729
model_444,c_6,c_4,s,-,0.6731,0.937131893
model_445,c_2,c_4,c_5,m_2,0.7147,0.8703783148
model_446,c_4,c_7,m_3,c_5,0.7396,0.7405230542
model_447,c_11,c_2,c_8,c_10,0.7305,0.8273333955
model_448,c_8,m_1,c_9,c_2,0.7537,0.7363906955
model_449,c_5,c_7,c_10,s,0.7041,0.8619591812
model_450,c_6,c_10,c_1,c_7,0.7012,0.8896759444
model_451,c_4,m_2,c_8,m_3,0.6997,0.867899388
model_452,c_12,c_6,s,-,0.7254,0.8520607018
model_453,c_9,c_1,c_10,m_2,0.6978,0.8862281027
model_454,c_4,c_5,c_12,c_1,0.7253,0.8181464601
model_455,c_4,c_10,c_10,m_1,0.7178,0.8581554181
model_456,c_1,c_3,s,-,0.6738,0.9468688019
model_457,c_11,c_1,c_5,c_12,0.7236,0.8544025517
model_458,c_5,c_3,c_11,c_3,0.7377,0.8044859089
model_459,c_7,c_10,c_1,c_2,0.7259,0.7989113581
model_460,m_3,c_2,c_3,c_6,0.7123,0.8931817554
model_461,c_1,c_1,m_1,m_3,0.6966,0.8699290098
model_462,c_4,c_5,c_12,s,0.7294,0.8150097773
model_463,c_7,c_11,c_5,c_2,0.6912,0.9032417877
model_464,c_10,c_1,c_11,c_6,0.7486,0.7732167593
model_465,c_9,m_2,c_8,m_1,0.7417,0.7567762444
model_466,c_3,m_2,c_2,c_11,0.7631,0.7389475489
model_467,c_11,c_9,m_2,c_7,0.7235,0.8252062973
model_468,c_9,m_2,c_12,c_8,0.7997,0.6209799933
model_469,c_3,c_11,c_10,c_3,0.7224,0.8185229527
model_470,c_10,c_1,c_2,c_8,0.7146,0.844737805
model_471,c_2,m_3,c_4,c_10,0.7241,0.8281245073
model_472,c_9,c_12,c_9,c_6,0.754,0.738888163
model_473,c_8,c_10,c_2,c_11,0.7421,0.7711784399
model_474,c_7,c_5,c_4,c_10,0.7288,0.8193512447
model_475,c_2,c_8,c_11,m_2,0.7279,0.8076497877
model_476,c_3,c_10,c_12,c_5,0.7364,0.7971936856
model_477,c_1,c_11,c_8,c_8,0.7342,0.8138492292
model_478,c_8,c_10,s,-,0.6833,0.9534517008
model_479,c_6,c_12,c_9,c_1,0.7445,0.7467675026
model_480,m_2,c_7,c_9,c_7,0.6439,1.0997664968
model_481,c_11,c_6,c_12,c_2,0.7314,0.8036078853
model_482,c_3,c_4,c_1,c_9,0.7149,0.845168078
model_483,c_5,c_3,c_2,m_3,0.7361,0.7922829527
model_484,c_5,c_4,m_2,m_2,0.7148,0.82083953
model_485,c_10,m_2,c_12,c_6,0.7851,0.6567272927
model_486,c_4,c_5,c_9,s,0.6894,0.9741433499
model_487,c_7,c_9,c_8,c_2,0.7176,0.860191514
model_488,c_5,c_6,c_5,c_10,0.6975,0.9000327958
model_489,c_7,c_9,c_11,c_6,0.7354,0.7738984372
model_490,c_7,c_10,c_5,c_5,0.7354,0.793348402
model_491,c_10,m_2,c_11,c_3,0.775,0.7396344831
model_492,c_8,c_1,c_10,c_2,0.7319,0.823875001
model_493,c_7,c_7,c_4,c_1,0.695,0.9066148064
model_494,c_1,c_1,c_10,c_9,0.7248,0.8416033181
model_495,c_1,c_6,c_4,c_3,0.7267,0.8151860174
model_496,c_3,c_8,c_5,-,0.7145,0.8202462602
model_497,c_4,c_6,c_8,c_2,0.7379,0.7836459365
model_498,c_3,m_3,c_11,c_10,0.7195,0.8443382937
model_499,c_9,c_8,s,-,0.6966,0.9183194672
model_500,c_3,c_11,c_12,m_2,0.7317,0.786516435
model_501,c_11,c_6,c_9,c_12,0.7554,0.730288495
model_502,c_11,c_2,c_6,c_12,0.7265,0.8232517676
model_503,c_12,c_2,c_9,c_12,0.7411,0.7595372976
model_504,c_9,m_3,c_10,c_10,0.7703,0.6750731441
model_505,c_12,m_3,c_9,c_1,0.7782,0.6743278959
model_506,c_2,c_11,m_1,m_1,0.7327,0.7872689457
model_507,c_9,c_3,c_1,c_11,0.7368,0.7852584969
model_508,c_12,c_7,c_3,c_4,0.7156,0.8559521379
model_509,c_11,m_2,c_3,c_4,0.7394,0.76344312
model_510,c_5,c_8,c_4,m_1,0.7029,0.8489739115
model_511,c_7,c_1,c_5,c_2,0.7165,0.8436643237
model_512,c_8,m_2,m_2,c_6,0.747,0.7561304348
model_513,c_12,c_1,c_7,c_12,0.707,0.8447198479
model_514,c_3,c_11,c_12,s,0.7405,0.7694703113
model_515,c_3,c_12,m_3,c_8,0.7648,0.6802476862
model_516,c_9,c_11,c_1,c_8,0.723,0.8499726418
model_517,c_12,c_12,c_11,m_2,0.7476,0.7528800495
model_518,c_5,c_12,c_9,c_1,0.7434,0.7715346405
model_519,c_1,c_5,c_12,c_6,0.7439,0.7546769404
model_520,c_12,c_2,m_1,c_6,0.7546,0.7163194773
model_521,c_7,c_11,c_5,c_5,0.7401,0.7677197904
model_522,c_7,c_8,c_9,m_2,0.7443,0.7764315757
model_523,c_7,c_11,c_3,c_6,0.7384,0.7971857333
model_524,c_3,c_8,c_2,m_3,0.7249,0.8030630384
model_525,c_2,c_10,m_1,s,0.7145,0.8272861924
model_526,c_10,m_1,c_8,m_3,0.7502,0.7407609424
model_527,c_6,c_8,c_5,c_9,0.7459,0.7910265609
model_528,c_7,c_9,c_1,m_3,0.7156,0.8266182184
model_529,c_6,c_4,c_10,m_1,0.7124,0.8583398746
model_530,c_5,c_4,s,-,0.6963,0.8939770221
model_531,c_1,c_5,c_10,m_3,0.719,0.8224454922
model_532,c_6,c_4,c_4,m_3,0.7253,0.797657841
model_533,c_6,c_9,c_4,c_10,0.7349,0.7896136202
model_534,c_11,m_2,c_4,c_4,0.7497,0.7403308847
model_535,c_1,c_2,s,-,0.6868,0.9153530475
model_536,c_5,c_9,c_3,c_11,0.7416,0.8519901667
model_537,c_1,c_3,c_2,c_6,0.7293,0.8238843575
model_538,c_8,c_9,c_4,c_5,0.6956,0.9349837032
model_539,c_6,m_3,c_7,m_1,0.7235,0.794191226
model_540,c_11,m_1,c_1,c_6,0.7497,0.760161834
model_541,c_10,c_1,c_12,c_3,0.7562,0.7502610938
model_542,c_11,m_2,c_1,c_10,0.768,0.7256743255
model_543,c_6,m_3,c_4,c_6,0.718,0.8406937512
model_544,c_9,c_2,c_6,m_3,0.7413,0.7577189136
model_545,m_3,c_4,c_4,-,0.6661,0.9706869173
model_546,c_8,c_2,c_3,c_6,0.71,0.8534429258
model_547,c_10,m_1,c_5,c_9,0.7771,0.70569161
model_548,c_9,c_10,m_1,c_10,0.7203,0.8051660059
model_549,c_12,c_6,c_6,c_6,0.7322,0.8506427983
model_550,c_3,c_7,c_10,m_2,0.7019,0.8741518708
model_551,c_2,c_8,c_11,c_3,0.7055,0.9049764173
model_552,c_4,c_5,c_6,c_2,0.7237,0.8031814426
model_553,c_7,c_3,c_3,s,0.7216,0.8536451239
model_554,c_8,c_2,c_7,c_7,0.7087,0.8417724081
model_555,c_4,c_6,c_10,c_8,0.6974,0.9315878423
model_556,c_6,c_11,m_2,c_7,0.7298,0.7924673386
model_557,m_3,m_3,c_6,m_1,0.5628,1.2633355331
model_558,c_8,c_8,c_6,c_4,0.751,0.7918688383
model_559,c_8,c_6,c_11,c_3,0.7465,0.7847323103
model_560,c_9,c_5,c_6,m_2,0.7233,0.8025195957
model_561,c_4,c_9,c_1,c_4,0.7098,0.8514613434
model_562,c_3,c_10,c_9,c_12,0.7423,0.8250940429
model_563,m_2,m_3,c_10,c_4,0.6055,1.1048950537
model_564,m_3,c_10,c_11,c_11,0.7011,1.0390606451
model_565,c_7,c_9,c_6,c_2,0.7365,0.7667838483
model_566,c_4,c_5,c_12,m_3,0.7234,0.8401939952
model_567,c_9,m_1,c_7,c_10,0.7182,0.8651227852
model_568,c_1,c_4,c_9,c_7,0.697,0.9077306472
model_569,c_11,c_1,m_3,m_1,0.7262,0.8111765959
model_570,c_2,c_1,c_6,c_3,0.721,0.8416725678
model_571,c_10,c_12,c_2,m_2,0.7284,0.7759120544
model_572,c_6,c_12,c_1,c_8,0.7212,0.8423475908
model_573,c_2,m_1,c_4,c_3,0.7203,0.8345713787
model_574,c_11,c_6,c_7,m_3,0.7393,0.7592977126
model_575,c_10,c_5,c_5,c_6,0.7502,0.7856599946
model_576,c_4,c_1,c_4,m_1,0.7063,0.8537296185
model_577,c_10,c_1,c_1,-,0.678,0.9409360253
model_578,c_7,c_1,s,-,0.6927,0.8959290362
model_579,c_5,c_8,c_12,m_3,0.7169,0.82753003
model_580,c_7,c_4,c_1,c_12,0.7328,0.8202132907
model_581,c_4,c_8,c_11,c_5,0.7092,0.8474438705
model_582,c_6,m_3,c_5,m_3,0.6974,0.8770744408
model_583,c_10,c_12,c_3,s,0.7365,0.7831371754
model_584,c_11,c_2,c_7,m_3,0.734,0.7726964994
model_585,c_4,c_3,m_3,c_12,0.7679,0.6934339582
model_586,c_10,c_6,c_10,c_6,0.7075,0.8981566717
model_587,c_3,c_3,c_9,c_9,0.6872,0.9683933246
model_588,m_2,c_11,c_5,c_8,0.6882,0.9865821917
model_589,c_5,c_12,m_3,c_4,0.755,0.7208019189
model_590,c_10,c_12,c_1,c_7,0.7234,0.8085517867
model_591,c_12,c_1,c_10,s,0.7286,0.8009406404
model_592,m_1,c_3,c_8,s,0.6981,0.8838760382
model_593,c_1,c_6,c_1,m_3,0.7088,0.8393553137
model_594,c_10,c_10,c_7,s,0.7072,0.8545269935
model_595,c_2,c_4,c_3,c_6,0.7268,0.8753977383
model_596,c_5,c_10,c_6,s,0.717,0.8283129026
model_597,c_9,c_11,m_3,c_9,0.7804,0.6454612292
model_598,c_12,c_6,c_3,s,0.7058,0.8814715021
model_599,c_12,c_10,c_4,c_1,0.7426,0.7869093409
model_600,c_9,c_12,c_7,m_2,0.7123,0.8602349383
model_601,c_8,c_3,c_6,c_4,0.7235,0.8117756887
model_602,c_2,c_5,m_3,c_8,0.7278,0.7953279351
model_603,c_3,c_4,c_2,m_2,0.7082,0.8348408708
model_604,c_6,c_7,c_9,c_8,0.7109,0.8781814267
model_605,c_7,m_1,c_4,c_1,0.7028,0.8705081628
model_606,c_1,c_1,m_2,c_8,0.7232,0.8060328196
model_607,c_4,c_1,c_12,c_9,0.7313,0.8185031921
model_608,m_2,c_6,s,-,0.6567,0.9775770565
model_609,c_11,c_8,c_10,m_1,0.7218,0.8112955083
model_610,c_1,c_5,c_6,c_6,0.713,0.8591792757
model_611,c_8,m_2,c_7,c_4,0.7247,0.8160656819
model_612,c_9,m_2,m_2,c_2,0.7149,0.8308344697
model_613,c_9,c_4,c_9,c_12,0.7475,0.7696301625
model_614,m_3,c_10,c_7,c_7,0.6776,0.9702260115
model_615,c_5,m_2,c_8,c_3,0.7447,0.7732150639
model_616,c_10,c_12,c_9,c_4,0.767,0.7280291382
model_617,c_12,c_5,c_9,s,0.7271,0.8067157066
model_618,c_8,c_2,c_6,c_6,0.7421,0.7755582386
model_619,m_3,c_8,c_11,c_4,0.6688,0.9841967431
model_620,c_4,m_1,m_3,c_4,0.6914,0.9267254698
model_621,c_2,c_1,c_12,m_1,0.7334,0.7851588393
model_622,c_2,c_5,c_6,c_9,0.7358,0.8000666542
model_623,c_6,c_7,c_3,c_10,0.6914,0.9151867539
model_624,c_7,c_4,c_1,c_7,0.7322,0.8172239341
model_625,c_10,c_5,c_5,c_4,0.718,0.8690554668
model_626,c_6,c_1,c_9,c_8,0.7144,0.8482629575
model_627,c_8,c_9,c_1,c_9,0.7069,0.8652172821
model_628,c_3,m_1,c_11,c_4,0.7547,0.7368902138
model_629,c_5,m_1,c_1,c_12,0.7396,0.7882127808
model_630,c_1,c_3,m_2,c_11,0.7583,0.7639938903
model_631,c_8,m_2,c_5,m_2,0.7553,0.7279487279
model_632,c_4,c_9,m_1,m_2,0.7405,0.7544102172
model_633,c_3,c_4,m_3,m_1,0.7094,0.8489835495
model_634,c_11,c_1,c_11,s,0.7246,0.8354182668
model_635,c_2,c_9,c_5,c_11,0.7326,0.8474498042
model_636,c_2,c_3,c_3,c_7,0.6972,0.9558325523
model_637,m_2,m_2,c_9,s,0.6511,0.993435927
model_638,c_11,c_5,m_3,c_11,0.7665,0.7025257262
model_639,c_10,c_5,m_2,c_3,0.7303,0.8128446429
model_640,c_3,c_2,m_3,c_6,0.7307,0.7829747208
model_641,c_4,c_9,c_1,c_9,0.7131,0.8409836168
model_642,c_1,c_8,c_4,c_8,0.7032,0.8926340031
model_643,c_3,c_5,c_12,c_8,0.7461,0.7895703685
model_644,c_5,c_11,c_10,c_6,0.716,0.8336110063
model_645,c_12,c_2,c_3,m_3,0.7358,0.7710641719
model_646,c_4,c_5,c_4,c_7,0.6909,0.9258806195
model_647,c_10,m_2,m_2,m_1,0.7312,0.8291637849
model_648,c_8,c_6,m_2,c_7,0.7194,0.8534893645
model_649,c_5,c_8,s,-,0.7114,0.8497379333
model_650,c_11,c_5,c_7,c_7,0.6933,0.9505916556
model_651,c_4,m_1,m_2,c_6,0.7382,0.7873152376
model_652,c_2,m_1,c_11,c_8,0.751,0.7672568354
model_651,c_4,m_1,m_2,c_6,0.7384,0.8206666843
model_652,c_2,m_1,c_11,c_8,0.7134,0.9060595498
model_653,c_12,c_9,c_10,c_3,0.7353,0.7889003453
model_654,c_4,c_4,m_3,m_1,0.7237,0.8246011818
model_655,c_10,c_4,c_2,c_2,0.731,0.7900092339
model_656,c_4,c_11,s,-,0.6618,0.9843284395
model_657,c_3,c_10,c_1,c_9,0.7367,0.8488403857
model_658,c_2,c_6,m_3,c_1,0.7385,0.7883651655
model_659,c_8,m_3,c_7,c_7,0.7308,0.788797542
model_660,c_11,c_5,c_3,c_12,0.7692,0.7389128165
model_661,c_12,c_8,s,-,0.7059,0.880883466
model_662,c_12,c_2,c_1,c_7,0.7053,0.8600726574
model_663,c_1,c_9,c_6,c_8,0.7021,0.9667701166
model_664,c_6,m_1,c_11,c_6,0.7628,0.7481165384
model_665,c_10,m_1,c_10,c_6,0.7624,0.7010786333
model_666,c_8,c_4,c_8,c_12,0.76,0.7567760779
model_667,c_5,c_2,m_1,c_11,0.6695,0.943836349
model_668,m_1,c_7,c_11,c_9,0.7106,0.937867742
model_669,c_12,c_10,m_2,c_8,0.7511,0.7367129685
model_670,c_1,c_12,m_1,c_1,0.72,0.8145927113
model_671,c_8,c_8,c_1,c_11,0.7407,0.8046840809
model_672,c_4,c_1,c_8,c_1,0.7134,0.8430828099
model_673,c_9,c_2,c_5,m_3,0.7408,0.7756758426
model_674,c_12,m_3,c_11,c_10,0.7916,0.63901881
model_675,c_4,c_4,c_4,c_2,0.7141,0.8574914371
model_676,c_9,c_2,c_1,c_3,0.7139,0.8436384592
model_677,c_11,m_3,m_2,c_4,0.7125,0.8338005322
model_678,c_9,c_8,c_6,m_2,0.6722,0.9478046306
model_679,c_7,c_5,m_2,c_6,0.7377,0.7601529001
model_680,c_6,c_9,c_7,c_9,0.7261,0.816942543
model_681,c_9,c_12,c_8,c_2,0.7576,0.74069533
model_682,c_11,c_4,c_10,c_7,0.6954,0.9216839712
model_683,c_8,c_8,c_3,c_9,0.7161,0.8556530501
model_684,c_4,c_1,c_9,c_8,0.7225,0.8127033993
model_685,c_12,c_5,c_1,s,0.7389,0.7857728064
model_686,c_9,m_3,s,-,0.7018,0.8568197473
model_687,c_6,c_4,c_4,c_9,0.7261,0.8127667612
model_688,c_3,c_3,c_6,m_1,0.7205,0.8015195292
model_689,c_2,m_2,c_1,s,0.6993,0.8834669091
model_690,c_11,m_1,c_6,m_2,0.7514,0.7274690393
model_691,m_3,s,-,-,0.6918,0.8995718562
model_692,c_11,c_12,c_4,c_3,0.7507,0.7431709777
model_693,c_5,c_1,c_11,c_6,0.7361,0.8040298741
model_694,c_12,c_5,c_7,c_7,0.7301,0.8160190559
